quadgram	frequency
innovative ideas and initiatives	2
to the number of	2
will contribute to enhancing	2
inclusive development of the	2
employment opportunities and income	2
to aas receiving matching	2
set by ifad semi	2
of knowledge and experience	2
annex vii and further	2
is the third largest	2
the project sponsor with	2
the national comprehensive development	2
within states and within	2
reforms identified in general	2
these areas poverty rates	2
describing the potential emergencies	2
the areas of community	2
plan in that has	2
wild seeds and fruit	2
country with a total	2
alternative solutions considered and	2
recipient shall within three	2
is around percent of	2
unlock the full potential	2
and promotion of climate	2
the rights of the	2
fulfillment of the conditions	2
on an international waterway	2
be conducted during calendar	2
concern the western areas	2
into national policies and	2
the establishment of long	2
and areas of specialisation	2
will receive technical support	2
balance is estimated to	2
land acquisition for the	2
the steering committee is	2
lead to involuntary resettlement	2
to implement the measures	2
the borrower has met	2
assets or loss of	2
and communities in rural	2
for customs revenues only	2
in addition to contributing	2
may impact activities of	2
from the completion reports	2
based on the criteria	2
the production areas and	2
be used to create	2
ensure profitability for the	2
the timeline for the	2
supporting agricultural value chains	2
poverty reduction will depend	2
interest rate will be	2
rural dispersed households had	2
and international private sector	2
by the applicable policy	2
more severely affected by	2
triggered since the project	2
infrastructure and support to	2
credit to land bank	2
is based on sensitisation	2
regulation of the channels	2
any one or more	2
prevalence of poverty in	2
and this is left	2
infrastructure implementation of the	2
csa research and innovations	2
in global agricultural markets	2
or relevant environmental authorities	2
financial contingencies represent us	2
to reduce land degradation	2
plant disease management and	2
the countries in south	2
m e manual will	2
chain and agribusiness development	2
the conversion of cereal	2
in its current state	2
the sector ministries involved	2
esmps have so far	2
and report on environmental	2
annual joint sector reviews	2
of the psc will	2
dli has been achieved	2
funds and operationalize the	2
million dh produced as	2
retroactive financing will be	2
the public investment strategy	2
an upper riparian province	2
rate in tunisia is	2
per capita of about	2
of the programme appraisal	2
production system resilience to	2
the nars and the	2
will be built through	2
from an economic standpoint	2
must be sent to	2
constant purchasing power parity	2
months of project effectiveness	2
dialogue on policy and	2
be as reasonably determined	2
assignation of a planning	2
such as tree seedlings	2
of the political and	2
of the resources have	2
and utilization of food	2
productivity and lead to	2
women in all key	2
activity would monitor beneficiaries	2
coordination and management under	2
for land preparation and	2
audit report borrower december	2
are produced in the	2
inflation rate was selected	2
the communal land reform	2
schemes were dropped on	2
operation and it is	2
of the executive board	2
forest exploitation or management	2
needs to strengthen its	2
provides a strong justification	2
process and the fulfilment	2
sustainably and reliably access	2
negative environmental impacts will	2
mission will take place	2
rural employment guarantee scheme	2
by the applicable laws	2
country is on track	2
help to significantly increase	2
well as small and	2
expected outputs and outcomes	2
good for agriculture to	2
at different stages of	2
gender action plan are	2
flow to the respective	2
adoption of technologies that	2
trained in selected themes	2
population in the basin	2
local government sector strategic	2
improve productivity of water	2
the cost of importing	2
all negative impacts associated	2
services for the pius	2
more sensitive to changes	2
the proposed development objective	2
growing domestic demand for	2
increase by an average	2
subject to the world	2
in the irrigated areas	2
of markets and support	2
rice deficit of more	2
of the baseline survey	2
agroforestry methods and agricultural	2
levels of human capital	2
follow up by the	2
it easier for beneficiaries	2
project has been assessed	2
forth in the ippf	2
presidential and general elections	2
help mitigate the potential	2
is a strong need	2
herd management and off	2
rpmu component manager and	2
july in each year	2
emerging from years of	2
well as strengthening the	2
the rp for the	2
against the local contribution	2
households and women in	2
projected to raise productivity	2
with a land area	2
area and subproject areas	2
connection of the main	2
activities under the completed	2
closely with its ghana	2
establishing the baseline situation	2
promote the evolution of	2
incurred will be reimbursed	2
