entity	type	frequency
grant effectiveness bank/gom	ORG	1
grant eu	PERSON	1
grant currency	PERSON	1
grant contribution	PERSON	1
grant conditions table	PERSON	1
grant bagri	PERSON	1
grant agreements	ORG	1
grant agreement government/	ORG	1
grant 2 signature	PERSON	1
granma	ORG	1
grande anse	PERSON	1
grande	GPE	1
grand gedeh	GPE	1
grand gedah	ORG	1
grand cape mount	LOC	1
gran paitití	PERSON	1
gran	ORG	1
grama shakthi	PERSON	1
gram panchayats key	PERSON	1
gram panchayats	PERSON	1
grace period	ORG	1
grace muhimpundu	PERSON	1
govt/service provider mid	ORG	1
govt/bank signature	ORG	1
govt/bank fulfilment	ORG	1
govt/bank completion of	ORG	1
govt/bank completion	ORG	1
govt/bank board	ORG	1
govt/bank audits annually	ORG	1
govt/bank	ORG	1
govt./afdb board of directors	ORG	1
govt./afdb board	ORG	1
govt authorisation	ORG	1
government’s national development plan	ORG	1
governments / bank	ORG	1
governments	PERSON	1
government/mawf	ORG	1
government/bank/fao january 2021	ORG	1
government, partners	ORG	1
government of sierra leone	ORG	1
government of serbia	ORG	1
government of samoa	ORG	1
government of odisha total	ORG	1
government of niger	ORG	1
government of maharashtra	ORG	1
government of madagascar	ORG	1
government of liberia	ORG	1
government of guinea	ORG	1
government of ghana	ORG	1
government and bank	ORG	1
government request for bank support	ORG	1
government program	ORG	1
government ministry	ORG	1
government insurance	ORG	1
government development agents	ORG	1
government agencies	ORG	1
governement	PERSON	1
governance and policy support	ORG	1
governance and accountability action plan	ORG	1
gouvello	ORG	1
gourcy (north	ORG	1
goundi	PERSON	1
goudomp	ORG	1
goubet	ORG	1
gorno badakhshan autonomous province	GPE	1
gorgol	GPE	1
gopalaswamy srihari	PERSON	1
goods, works, and consulting services	ORG	1
goods, works, goods and services	ORG	1
goods, works or consulting services	ORG	1
goods  machinery & equip  vehicles  office equipment	ORG	1
goods and materials	ORG	1
goods sudan	PERSON	1
goods environmental	ORG	1
goods & services &	ORG	1
good manufacturing practices	ORG	1
good international industry practice	ORG	1
good hygienic practices (ghp	ORG	1
gonzalo muñoz	PERSON	1
gonzalez	PERSON	1
gontougo	PERSON	1
gombe	GPE	1
gomal	PERSON	1
goma	GPE	1
golinga and botanga irrigation schemes	ORG	1
godavari zone	GPE	1
gotn financing	ORG	1
got opportunistic	ORG	1
goss sector	LOC	1
gor environmental	ORG	1
gopunjab provincial assembly 	ORG	1
gopunjab cabinet 	ORG	1
gopunjab	PERSON	1
gopng	ORG	1
gom 09/2018	ORG	1
gokp	ORG	1
gobf	GPE	1
gloria malia mahama	PERSON	1
globally	PERSON	1
globalization and infectious diseases	ORG	1
global rcn	ORG	1
global good agricultural practice	ORG	1
global gap	ORG	1
global environment facility	ORG	1
global corruption perceptions index	ORG	1
global climate change alliance	ORG	1
global alliance	ORG	1
glazoué	GPE	1
given angola➢	PERSON	1
giurgiulesti	GPE	1
giteranyi	PERSON	1
giménez rolón	PERSON	1
gilgit-balistan	ORG	1
gijduvan	PERSON	1
gignoux	PERSON	1
gibbons, maffioli	ORG	1
giang province	GPE	1
ghor	PERSON	1
ghazzé	GPE	1
ghatak	GPE	1
ghanaian	PERSON	1
ghana8	ORG	1
ghana social opportunities project	ORG	1
ghana sazapip	PERSON	1
ghana p175588 ghana productive safety net project 2	ORG	1
ghana ministry	ORG	1
ghana irrigation development authority	ORG	1
ghana investment promotion centre	ORG	1
ghana health services	ORG	1
ghana grains	ORG	1
ghana executing	ORG	1
ghana demographic and health survey	ORG	1
ghana country strategy paper3	ORG	1
ghana country strategy paper	ORG	1
ghana commercial bank	ORG	1
ghana chamber of commerce, agriculture sector	ORG	1
ghana bureau of statistics statutory bank	ORG	1
ghana agriculture insurance pool	ORG	1
ghaghara river	LOC	1
gfr	ORG	1
gesterra	ORG	1
german agency for international cooperation	ORG	1
georgia	GPE	1
geographical platform	ORG	1
geographic scope national national	ORG	1
geographic headcount	PERSON	1
geobolivia nexus	PERSON	1
geobolivia	PERSON	1
geo tagging	PERSON	1
generally accepted international accounting standards	ORG	1
general population and housing census	ORG	1
general management	ORG	1
general environmental assessment guide	ORG	1
general directorate of studies	ORG	1
general directorate of agricultural reform	ORG	1
general directorate for public investments and economic cooperation	ORG	1
general directorate for animal health	ORG	1
general confederation of enterprises of côte	ORG	1
general conditions for agricultural development financing	ORG	1
general conditions	ORG	1
general agricultural services	ORG	1
gender, ghg	PERSON	1
gender, climate	ORG	1
gender and social development specialist	ORG	1
gender and social affairs	ORG	1
gender and communication specialist	ORG	1
gender and children’s affairs, environmental protection agency	ORG	1
gender theme group	ORG	1
gender structural	ORG	1
gender specialist	PERSON	1
gender situation	PERSON	1
gender multifunctional centre	ORG	1
gender marker system categorization	ORG	1
gender liberia	PERSON	1
gender inequalities	ORG	1
gender impacts	PERSON	1
gender impact 3.14	ORG	1
gender gap report4	PERSON	1
gender gap	PERSON	1
gender children and social protection	ORG	1
gender assessment	PERSON	1
gender analysis	PERSON	1
gender 9	PERSON	1
gender 3.4.1 agriculture	PERSON	1
gender 3.2.6	PERSON	1
gender 3.2.1	PERSON	1
gedaref state	GPE	1
ge	ORG	1
gazetted forests management project region estimated appraisal date estimated board date practice area	ORG	1
gaza province	GPE	1
gasto	ORG	1
gasorwe	PERSON	1
gaskiya	GPE	1
gashikanwa	GPE	1
gash barka	PERSON	1
garry christensen	PERSON	1
garoua	GPE	1
garcía-suárez	PERSON	1
garabtissam- balho	PERSON	1
gaps	PERSON	1
ganta-saglepie	ORG	1
gansu province	GPE	1
ganjam	GPE	1
gangetic dolphin	PERSON	1
ganges	PERSON	1
gandaki molmac	PERSON	1
gamboma	ORG	1
gambella b. borrower’s	PERSON	1
galle	ORG	1
galguduud and hiraan states	ORG	1
gajapati	GPE	1
gadambalia locality	PERSON	1
gabès	ORG	1
gabu district	LOC	1
gabu region	GPE	1
gabriel negatu country	PERSON	1
gy-l1062	PERSON	1
gy-	PERSON	1
gvt/bank	ORG	1
gvt/afdb launching of pacvear	ORG	1
gvt/afdb confirmation of the pmu july 2019	ORG	1
gvt/ afdb board	ORG	1
gvt authorisation of first disbursement	ORG	1
guinea-bissau appraisal report date	ORG	1
gsma intelligence	ORG	1
gsfp	ORG	1
gsa	ORG	1
grz	ORG	1
grow liberia program	ORG	1
grant number	ORG	1
grant categories	PERSON	1
gr-ha	ORG	1
gr engineer	ORG	1
gr	ORG	1
gpsnp 2	ORG	1
gplf	ORG	1
gphs	ORG	1
gost	ORG	1
goods 1.equipment & materials	ORG	1
goap	ORG	1
gnb	ORG	1
gms	ORG	1
gmp	ORG	1
gmc	ORG	1
gma	PERSON	1
gm	ORG	1
glof	GPE	1
globalg.a.p.	ORG	1
gisal	ORG	1
gis feasibility	ORG	1
girsal quarterly performance reports risk:	ORG	1
girsal payment portal	ORG	1
girsal limited’s	ORG	1
gip	ORG	1
gim uemoa	ORG	1
ghi	ORG	1
ggw	ORG	1
ger	ORG	1
gepe	ORG	1
geia letter	ORG	1
geia	ORG	1
gef-6	PERSON	1
gef climate change and	ORG	1
ge	ORG	1
gdp p.a.	ORG	1
gdp exports workforce agriculture	ORG	1
gdahwq	PERSON	1
gd-awm	ORG	1
gd cc ic (	ORG	1
gd cc ic	ORG	1
gbv/sea	ORG	1
gbv prevention	ORG	1
gbi	ORG	1
gahdaki	GPE	1
gasfp	ORG	1
gapla	ORG	1
gafsp grant	ORG	1
gafsp - ida	ORG	1
gadp	ORG	1
g50	ORG	1
g15	PERSON	1
g. workshops	PERSON	1
g. goods	PERSON	1
g. equipment	ORG	1
fundo de desenvolvimento agrário/fda	ORG	1
funding shortfall	PERSON	1
functions	ORG	1
functional taat program management 	ORG	1
fu	PERSON	1
fruit fly control program	ORG	1
front	PERSON	1
fria kindia	PERSON	1
french development agency amount	ORG	1
french cooperation	ORG	1
free zone	GPE	1
free	PERSON	1
frameworks	ORG	1
fragility management measures	ORG	1
fragility liberia	LOC	1
fragility	LOC	1
foum gleita	PERSON	1
foulatariet	ORG	1
fostering efficient urban	ORG	1
fostering agricultural revitalization	ORG	1
forécariah	PERSON	1
forum for agricultural research	ORG	1
forth	PERSON	1
fort	GPE	1
fornecimento de bens	PERSON	1
forests national corporation	ORG	1
forestry; planning, equipment	ORG	1
forestry productive systems development programme	ORG	1
forestry development institute	ORG	1
forestry department	ORG	1
forest reserve	ORG	1
forest guinea	GPE	1
forest economy, technical education and employment	ORG	1
foreign local total foreign local total works	ORG	1
foreign local taxes & duties total amount % amount % amount % amount %	ORG	1
foreign exchange total works	ORG	1
foreign direct investment	ORG	1
foreign capital project management center environmental category b-partial assessment date pid	ORG	1
forced displacement	ORG	1
food-for-training	ORG	1
food-for-assets	ORG	1
food for training	ORG	1
food and nutritional security platform	ORG	1
food and nutrition security enhancement project for koulikoro region	ORG	1
food and nutrition insecurity	ORG	1
food and agriculture organization of the united nations	ORG	1
food security of the borrower	ORG	1
food security and nutrition survey	ORG	1
food security trust fund	ORG	1
food security survey	ORG	1
food security (ccafs	ORG	1
food safety and agnculture cornmerc	ORG	1
food safety laboratory	ORG	1
food safety agency	ORG	1
food safety	ORG	1
food processing and value addition pilot program	ORG	1
food loss and	ORG	1
food insecurity experience scale	ORG	1
food corporation of	ORG	1
fonds national de recherche	ORG	1
foltz	ORG	1
focus areas	ORG	1
focus area one	ORG	1
focus area 1	ORG	1
focus area	LOC	1
focus afdb	ORG	1
focal points	ORG	1
focal point with government	ORG	1
flora	GPE	1
flagship programme	PERSON	1
fié	LOC	1
fishery	ORG	1
fisheries sector support project	ORG	1
fisheries management and development act	ORG	1
fish	PERSON	1
finland	GPE	1
financing value chain	ORG	1
financing sources cfaf million ua million %	ORG	1
financing plan source amount	ORG	1
financing facilities	ORG	1
financing agreement	ORG	1
financier (financial and economic redressing program - pref)2	ORG	1
financial/operational covenants 16	ORG	1
financial reports	ORG	1
financial reporting and auditing arrangement	ORG	1
financial management, disbursement and auditing arrangement	ORG	1
financial management and procurement	ORG	1
financial management and disbursement mechanisms	ORG	1
financial management and disbursement financial management:	ORG	1
financial management and audit arrangements	ORG	1
financial management specialist	ORG	1
financial management manual	ORG	1
financial management implementation guidelines	ORG	1
financial management directorate	ORG	1
financial management arrangements project	ORG	1
financial management 4.1.1 responsibility	ORG	1
financial internal rate of return	ORG	1
financial control	ORG	1
financial analysis	ORG	1
financial administration subunit and procurement operations subunit	ORG	1
finance and planning, agriculture and food security, trade and industry	ORG	1
finance and administrative services division	ORG	1
finance old financing source amount borrower 37.50 international bank for reconstruction and development	ORG	1
finance ministry	ORG	1
finance management	ORG	1
finance division	ORG	1
finance department	ORG	1
finance & economic planning, industry, trade,	ORG	1
fina ncia l interme	PERSON	1
fintech	ORG	1
finscope	ORG	1
filip	PERSON	1
filadelfia	GPE	1
figueroa	GPE	1
field visit report mid-term report project completion report	ORG	1
fiduciary agreements and requirements	ORG	1
fididiss-allaylou	ORG	1
fez	GPE	1
ferrari	ORG	1
fernando glasman	PERSON	1
fergana	GPE	1
fengxin	GPE	1
fengshan	PERSON	1
felix	GPE	1
felipe jacome	ORG	1
feeder road	ORG	1
feeder	ORG	1
feed africa: strategy for agricultural transformation	ORG	1
feed africa strategy’s	ORG	1
fee total	ORG	1
federative republic of brazil flexible financing facility(a)	GPE	1
federative republic of brazil	GPE	1
federations of farmers'' organisations, local authorities	ORG	1
federal and regional agriculture research institutes	ORG	1
federal and provincial budget speech 2017–18	ORG	1
federal republic of nigeria	ORG	1
federal republic	GPE	1
federal project support	ORG	1
federal ministry of finance federal project support unit social protection & jobs proposed program development objective(s	ORG	1
federal ministry of agriculture and rural development environmental category	ORG	1
federal ministry of agriculture and natural resources	ORG	1
federal india	ORG	1
federal government	ORG	1
federal democratic republic	GPE	1
feb 28, 2020	PERSON	1
feasibility	ORG	1
favourable	ORG	1
fatsa	GPE	1
fatick	GPE	1
fatala	GPE	1
faso project2	PERSON	1
faso national insurance and reinsurance company	ORG	1
faso agriculture resilience and competitiveness project region estimated appraisal date estimated board date practice area	ORG	1
faro	PERSON	1
farmser cooperatives	PERSON	1
farmgate	ORG	1
farmer’s filed school	ORG	1
farmers/area	ORG	1
farmers-based organizations	ORG	1
farmers organizations support programme	ORG	1
farmers groups	ORG	1
farmers field school	ORG	1
farmers federation	ORG	1
farmers engineering services	ORG	1
farmers council	ORG	1
farmers / communities	ORG	1
farmer/community institutions	ORG	1
farmer school fields	ORG	1
farmer producer organisations	ORG	1
farmer producer companies	ORG	1
farmer outgrowers systems	ORG	1
farmer organizations and participatory irrigation management	ORG	1
farmer institution development	ORG	1
farmer cropping advisory	ORG	1
farmer cooperatives	PERSON	1
farmer based organizations	ORG	1
farmer associations/cooperative societies	ORG	1
farm level	ORG	1
farm input procurement centres	ORG	1
farm advisory and technical services comments	ORG	1
farm	ORG	1
farkhor	PERSON	1
faranah	GPE	1
far north	GPE	1
family development centers	ORG	1
fall armyworm	ORG	1
fall army worm international center for wheat and maize improvement	ORG	1
fall army worm center for agricultural biosciences international	ORG	1
falkenmark	ORG	1
falconi	PERSON	1
faizabad	GPE	1
fadama iii/	PERSON	1
fadama iii additional financing	ORG	1
facilitators, services providers	ORG	1
fydp i and fydp ii	ORG	1
fy22  preparation of diagnostic report	ORG	1
fy22 – agriculture department	ORG	1
fy22 livestock & dairy development department	ORG	1
fy2010	GPE	1
fy20 board	ORG	1
fy18	ORG	1
fy16-fy202	ORG	1
fy16-fy19	ORG	1
fy14	GPE	1
fy02	GPE	1
fwucs	ORG	1
fufo	ORG	1
fucap	ORG	1
fubi	ORG	1
ftd	ORG	1
fta/grm/sa	ORG	1
fsns	ORG	1
fsms	ORG	1
fsap	ORG	1
fsa/uac	ORG	1
fsa	ORG	1
fs	ORG	1
fpo	ORG	1
fpmcu	ORG	1
fpa	ORG	1
foremi	ORG	1
fopabu	ORG	1
fonie	ORG	1
fonaenf	ORG	1
fnec	ORG	1
fnds	ORG	1
fndasp	ORG	1
fnco	ORG	1
fmo	ORG	1
fmm	ORG	1
fmi	ORG	1
fmfa	ORG	1
fm & procurement preparation	ORG	1
flw	ORG	1
fis	ORG	1
fisp	ORG	1
fis	ORG	1
fip	ORG	1
fin_src_tbl financing source amount borrower 17.98 free	ORG	1
financing agreement	ORG	1
financing	PERSON	1
fil	ORG	1
fiefoc 1 & 2	ORG	1
fhb technical institute	ORG	1
fer	ORG	1
feicom	ORG	1
fe total lc fe total fe % %	ORG	1
fdc	ORG	1
fcv	ORG	1
fcmn-niya	ORG	1
fcbl	ORG	1
fc lc total fc lc total	ORG	1
fc lc total	ORG	1
fbo	ORG	1
farn	ORG	1
farm	ORG	1
fao6	ORG	1
fao/wb-cp	ORG	1
fao-prosap world bank	ORG	1
fao-prosap	ORG	1
fao environmental	ORG	1
fao (food and agriculture organization	ORG	1
facilities	ORG	1
f.c total 1	ORG	1
f. technical	ORG	1
f. t.,	PERSON	1
f. salaries - - - -	PERSON	1
f. grants	PERSON	1
f. goods	PERSON	1
f. exceptions	PERSON	1
f gross	ORG	1
extreme north	PERSON	1
extractives industry	PERSON	1
external audits	ORG	1
extension	ORG	1
expression of interest (eoi	ORG	1
exports 5.2.9	PERSON	1
export-import bank of korea	ORG	1
export marketing and quality awareness project	ORG	1
exploring kenya’s	PERSON	1
expert groups	PERSON	1
expenditure category	ORG	1
executive directors	ORG	1
executive coordinator	ORG	1
executive committee	ORG	1
executive	ORG	1
exclusive economic zone	GPE	1
excl	PERSON	1
exchan ge	PERSON	1
exch total c. maintenance	PERSON	1
exch foreign local total foreign local total total baseline	ORG	1
exch foreign local total foreign local total a.	ORG	1
exch	ORG	1
examples	ORG	1
evaluation npv - net present value nsgrp ii - national strategy for growth and reduction of poverty o&m - operation	ORG	1
evaluation committee	ORG	1
euros loan	ORG	1
euros 2million	ORG	1
europe➢	LOC	1
european union amount of cofinancing	ORG	1
european investment bank	ORG	1
european development fund	ORG	1
european bank for reconstruction and development	ORG	1
euphrates-tigris	GPE	1
ethiopia p164336	ORG	1
ethiopia p163383	ORG	1
ethiopia p159382	PERSON	1
ethiopia ministry of livestock and fisheries	ORG	1
eswatini	ORG	1
estimated board	ORG	1
establish a partial credit guarantee	ORG	1
establish a grievance redress mechanisms	ORG	1
establish a	ORG	1
establish monitoring and evaluation	ORG	1
establish aggregation business centers	ORG	1
essential commodities	ORG	1
espace bidaya	PERSON	1
esmeraldas	GPE	1
escobal	ORG	1
erramalai	PERSON	1
eritrea fisheries resources management programme	ORG	1
equity bank	ORG	1
equitable	ORG	1
equipment of plat	ORG	1
equipment & materials equipment 4,595.76	ORG	1
equipment & materials	ORG	1
equipment & machinery	ORG	1
equateur province	GPE	1
environmental/social/	ORG	1
environmental, safety, health	ORG	1
environmental and social safeguards action plan	ORG	1
